name,sections,max enrolment,bold info,req,year,term
Hum/En 005,02,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section.,frosh hum,11,WI
Hum/En 006,02,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section//Section 1 P/F only,frosh hum,11,WI
Hum/En 007,01,15,Attendance at the first class meeting is required.// Maximum  enrollment: 15 students,frosh hum,11,WI
Hum/Pl 008,03,45,Attendance at the first class meeting is required  // Maximum  enrollment: 15 students per section,frosh hum,11,WI
Hum/Pl 009,02,30,Attendance at first class meeting is required.//Maximum Enrollment: 15 students per section,frosh hum,11,WI
Hum/H/HPS 010,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,11,WI
Mu 138,01,20,Maximum Enrollment: 20 students,advanced hum,11,WI
Pl 090B,01,,,advanced hum,11,WI
Pl 102,01,,,advanced hum,11,WI
Pl 151,01,15,Maximum enrollment: 15 students,advanced hum,11,WI
En 122,01,15,Maximum enrollment: 15 students,advanced hum,11,SP
En 123,01,15,Maximum enrollment: 15 students,advanced hum,11,SP
En 128,01,20,Open by lottery only; See REGIS home page for info // Maximum  enrollment: 20 students,advanced hum,11,SP
En 134,01,20,"Maximum enrollment: 20 students // Class will meet in 115 Dabney  on Wednesday, May 9th.",advanced hum,11,SP
H  112,01,25,Open by lottery only; See REGIS home page for info // Maximum  enrollment: 25 students,advanced hum,11,SP
H/F 131,01,15,Maximum enrollment: 15 students // Film screenings Tuesday  evenings,advanced hum,11,SP
H  135,01,20,Maximum enrollment: 20 students,advanced hum,11,SP
Law/PS/H 148B,01,30,Maximum enrollment: 30 students,advanced hum,11,SP
HPS/H 162,01,15,Maximum enrollment: 15 students,advanced hum,11,SP
H  188,01,15,Maximum enrollment: 15 students,advanced hum,11,SP
HPS/H 190,01,15,Maximum enrollment: 15 students,advanced hum,11,SP
H/HPS 194,01,15,Maximum enrollment: 15 students // P/F available with instructor's  permission,advanced hum,11,SP
HPS103,01,,,advanced hum,11,SP
HPS/Pl 124,01,25,Maximum enrollment: 25 students,advanced hum,11,SP
HPS/Pl 133,01,15,Maximum Enrollment: 15 Students,advanced hum,11,SP
HPS/Pl 169,01,15,Maximum enrollment: 15 students// Class meets on 115 Dabney on  April 10th only,advanced hum,11,SP
Hum/H 003A,01,15,Attendance at the first class is required. // Maximum enrollment: 15  students,frosh hum,11,SP
Hum/H 003B,01,15,Attendance at the first class is required. //Maximum enrollment: 15  students,frosh hum,11,SP
Hum/H 003C,01,15,Attendance at the first class is required.//Maximum enrollment: 15  students,frosh hum,11,SP
Hum/En 006,01,15,Attendance at the first class is required.//Maximum enrollment: 15  students,frosh hum,11,SP
Hum/En 007,01,15,Attendance at first class is required.//Maximum enrollment: 15  students,frosh hum,11,SP
Hum/Pl 009,01,15,Attendance at the first class is required. // Maximum enrollment: 15  students,frosh hum,11,SP
Hum/H/HPS 010,01,15,Attendance at the first class is required.  // Maximum enrollment: 15 students,frosh hum,11,SP
F/Hum 032,01,,,frosh hum,11,SP
Mu 139,01,,,advanced hum,11,SP
Pl 090B,01,,,advanced hum,11,SP
Pl/Law 093,01,[],"Maximum enroll: 25 students // Class is an Adv Hum course, not Adv  SS.  It does count toward the Philosophy option (even though  numbered below 99).",advanced hum,11,SP
Pl 150,01,12,Course is open to juniors and seniors only // Maximum enrollment:  12 students,advanced hum,11,SP
En 113A,01,15,Open by lottery only - See REGIS Home page for details // Maximum  enrollment: 15 students,advanced hum,12,FA
En 118,01,25,Maximum enrollment: 25 students,advanced hum,12,FA
En/F 160A,01,20,Maximum enrollment: 20 students // Class is full - no longer  accepting students to the waitlist,advanced hum,12,FA
En 183,01,20,Maximum enrollment: 20 students,advanced hum,12,FA
En 187,01,20,Maximum enrollment: 20 students,advanced hum,12,FA
H  109,01,25,Maximum enrollment: 25 students,advanced hum,12,FA
H  122,01,15,Maximum enrollment: 15 students,advanced hum,12,FA
HPS/H 158,01,15,Maximum enrollment: 15 students,advanced hum,12,FA
HPS/H 182,01,15,Maximum enrollment: 15 students,advanced hum,12,FA
Art/H 183,01,15,Maximum enrollment: 15 students,advanced hum,12,FA
H  188,01,15,Maximum enrollment: 15 students,advanced hum,12,FA
HPS103,01,,,advanced hum,12,FA
HPS/Pl 120,01,15,Maximum enrollment: 15 students,advanced hum,12,FA
HPS/Pl 122,01,20,Maximum enrollment: 20 students,advanced hum,12,FA
Hum/H 002,03,45,Maximum enrollment: 15 students per section//Class closed to  continuing students until term start.,frosh hum,12,FA
Hum/H 003B,03,15,Maximum enrollment: 15 students//Class closed to continuing  students until term start,frosh hum,12,FA
Hum/H 003C,01,15,Maximum enrollment: 15 students//Class closed to continuing  students until term start.,frosh hum,12,FA
Hum/En 005,02,15,Maximum enrollment: 15 students//Class closed to continuing  students until term start.,frosh hum,12,FA
Hum/En 006,03,45,Maximum Enrollment: 15 students per section// Class closed to  continuing students until term start.,frosh hum,12,FA
Hum/Pl 008,02,30,Maximum enrollment: 15 students per section//Class closed to  continuing students until term start.,frosh hum,12,FA
Hum/Pl 009,02,30,Maximum enrollment: 15 students per section//Class closed to  continuing students until term start.,frosh hum,12,FA
Mu 137,01,15,Maximum enrollment: 15 students,advanced hum,12,FA
Pl 090A,01,,,advanced hum,12,FA
Pl 150,01,15,Maximum enrollment: 15 students,advanced hum,12,FA
En 113B,01,15,Maximum enrollment: 15 students,advanced hum,12,WI
En 125,01,20,Open by lottery only; See link on the REGIS home page to enter the  lottery by Nov 21st // Maximum enrollment: 20 students,advanced hum,12,WI
En/F 160B,01,18,Open by lottery only; See link on the REGIS home page to enter the  lottery prior to Nov 21st // Maximum enrollment: 18 students,advanced hum,12,WI
En 182,01,15,Seats available - open for registration // Maximum enrollment: 15  students,advanced hum,12,WI
En 188,01,20,Open by lottery only; See link on the REGIS home page to enter the  lottery prior to Nov 21st // Maximum enrollment: 20 students,advanced hum,12,WI
H/SS 124,01,15,Maximum enrollment: 15 students,advanced hum,12,WI
H/L 142,01,15,Maximum enrollment: 15 students,advanced hum,12,WI
Law/PS/H 148A,01,30,Maximum enrollment: 30 students,advanced hum,12,WI
HPS/H 166,01,15,Maximum Enrollment: 15 students,advanced hum,12,WI
HPS/H 170,01,25,Maximum enrollment: 25 students,advanced hum,12,WI
H/HPS 185,01,15,Maximum Enrollment: 15 students,advanced hum,12,WI
HPS102B,02,,,advanced hum,12,WI
HPS103,01,,,advanced hum,12,WI
HPS/Pl 130,01,20,Maximum enrollment: 20 students,advanced hum,12,WI
HPS/Pl 133,01,15,Open by lottery only; See link on the REGIS home page to enter the  lottery prior to Nov 21st // Maximum enrollment: 15 students,advanced hum,12,WI
Hum/H 003B,02,30,Attendance at the first class meeting is required. // Maximum  Enrollment: 15 students per section.,frosh hum,12,WI
Hum/H 003C,01,15,Attendance at the first class meeting is required. // Maximum  Enrollment: 15 students,frosh hum,12,WI
Hum/H 004A,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,12,WI
Hum/En 005,04,60,"Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section. //Section 1 Grades with the  option to P/F, section 2-4 Grades only.",frosh hum,12,WI
Hum/En 006,02,30,"Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section//Section 1 Letter only, Section 2 grades with the option to P/F",frosh hum,12,WI
Hum/En 007,01,15,Attendance at the first class meeting is required.// Maximum  enrollment: 15 students,frosh hum,12,WI
Hum/Pl 008,02,30,Attendance at the first class meeting is required  // Maximum  enrollment: 15 students per section,frosh hum,12,WI
Hum/Pl 009,03,45,Attendance at first class meeting is required.//Maximum Enrollment: 15 students per section/,frosh hum,12,WI
Hum/H/HPS 010,02,30,"Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section// Section 1, P/F only",frosh hum,12,WI
Mu 138,01,15,Maximum Enrollment: 15 students,advanced hum,12,WI
Mu 140,01,15,Maximum enrollment: 15 students,advanced hum,12,WI
Pl 090B,01,,,advanced hum,12,WI
Pl 151,01,15,"Maximum enrollment: 15 students // class will meet on Thursdays,  Jan 24 and Feb 21 from 7-10pm in 115 Dabney",advanced hum,12,WI
En 118,01,25,Maximum Enrollment: 25 students,advanced hum,12,SP
En 126,01,20,Open by lottery only; see REGIS home page for info // Maximum  Enrollment: 20 students,advanced hum,12,SP
En 181,01,20,Maximum Enrollment: 20 students,advanced hum,12,SP
En/H 193,01,15,Maximum Enrollment: 15 students,advanced hum,12,SP
En/H 197,01,15,Maximum Enrollment: 15 students // Class meets TR 10:30-11:55 in  115 Dabney.  Letter grades only,advanced hum,12,SP
H  118,01,15,Maximum Enrollment: 15 students,advanced hum,12,SP
H  120,01,15,Maximum Enrollment: 15 students,advanced hum,12,SP
Law/PS/H 148B,01,30,Maximum enrollment: 30 students,advanced hum,12,SP
HPS/H 162,01,15,Maximum Enrollment: 15 students,advanced hum,12,SP
HPS/H 167,01,12,Maximum Enrollment: 12 students,advanced hum,12,SP
HPS/H 186,01,15,Maximum Enrollment: 15 students,advanced hum,12,SP
H/HPS 194,01,15,Maximum enrollment: 15 students,advanced hum,12,SP
HPS103,01,,,advanced hum,12,SP
HPS105,01,,,advanced hum,12,SP
HPS/Pl 128,01,25,Maximum Enrollment: 25 students,advanced hum,12,SP
Pl/HPS 183,01,20,Maximum Enrollment: 20 students,advanced hum,12,SP
Pl/HPS 191,01,20,Maximum Enrollment: 20 students,advanced hum,12,SP
Hum/H 003B,03,45,Attendance at the first class is required. // Maximum enrollment: 15  students per section // Section 1 & 3 Letter Grades Only,frosh hum,12,SP
Hum/H 004A,01,15,Attendance at first class is required.//Maximum enrollment: 15  students,frosh hum,12,SP
Hum/En 006,01,15,Attendance at the first class is required.//Maximum enrollment: 15  students,frosh hum,12,SP
Hum/En 007,02,30,"Attendance at first class is required.//Maximum enrollment: 15  students per section //Section 2 will meet in the Treasure Room on  Tuesday, April 16th",frosh hum,12,SP
Hum/H/HPS 010,01,15,Attendance at the first class is required.  // Maximum enrollment: 15 students,frosh hum,12,SP
Mu 139,01,15,maximum enrollment: 15 students,advanced hum,12,SP
Pl 090B,01,,,advanced hum,12,SP
En 116,01,15,Maximum enrollment: 15 students,advanced hum,13,FA
En 123,01,20,Maximum enrollment: 20 students,advanced hum,13,FA
En 132,01,15,Maximum enrollment: 15 students,advanced hum,13,FA
En 141,01,,,advanced hum,13,FA
En 189,01,20,Maximum enrollment: 20 students,advanced hum,13,FA
H/An 123,01,15,Open by lottery only - See REGIS home page for details  // Maximum  enrollment: 15 students,advanced hum,13,FA
Art/H 153,01,15,Maximum enrollment: 15 students,advanced hum,13,FA
H/HPS 185,01,20,Maximum enrollment: 20 students,advanced hum,13,FA
H/L 191,01,15,Maximum enrollment: 15 students,advanced hum,13,FA
HPS102A,01,,,advanced hum,13,FA
HPS103,01,,,advanced hum,13,FA
HPS/Pl 120,01,25,Maximum enrollment: 25 students,advanced hum,13,FA
HPS/Pl 124,01,25,Maximum enrollment: 25 students,advanced hum,13,FA
Hum/H 002,02,30,Attendance at the first class is required // Maximum enrollment: 15  students per section // Close closed to continuing students until term start,frosh hum,13,FA
Hum/H 003B,01,15,"Attendance at the first class is required / Maximum enrollment: 15  students // Class will meet in 128 Bax on 10/29, 10/31 and 11/26",frosh hum,13,FA
Hum/H 003C,01,15,Attendance at the first class is required // Maximum enrollment: 15  students // Close closed to continuing students until term start,frosh hum,13,FA
Hum/En 005,05,15,Attendance at the first class is required // Maximum enrollment: 15  students // Class closed to continuing students until term start.,frosh hum,13,FA
Hum/En 006,01,15,Attendance at the first class is required // Maximum Enrollment: 15  students // Class closed to continuing students until term start.,frosh hum,13,FA
Hum/Pl 008,02,30,Attendance at the first class is required // Maximum enrollment: 15  students per section // Class closed to continuing students until term start,frosh hum,13,FA
Hum/Pl 009,02,30,Attendance at the first class is required // Maximum enrollment: 15  students per section // Class closed to continuing students until term start.,frosh hum,13,FA
Pl 090A,01,,,advanced hum,13,FA
Pl 151,01,15,Maximum enrollment: 15 students,advanced hum,13,FA
En 121,01,25,Maximum enrollment: 25 students,advanced hum,13,WI
En 129,01,20,Open by lottery only; See link on the REGIS home page to enter the  lottery // Maximum enrollment: 20 students,advanced hum,13,WI
En 134,01,20,Maximum enrollment: 20 students,advanced hum,13,WI
En/F 161,01,18,Maximum enrollment: 18 students,advanced hum,13,WI
En 179,01,15,Maximum enrollment: 15 students,advanced hum,13,WI
En 186,01,20,Maximum enrollment: 20 students,advanced hum,13,WI
En 190,01,15,Maximum enrollment: 15 students,advanced hum,13,WI
En/H 193,01,15,Maximum enrollment: 15 students,advanced hum,13,WI
En/H 197,01,15,Maximum enrollment: 15 students // Letter grades only // Class  meets W 1-4pm,advanced hum,13,WI
H  108A,01,25,Maximum enrollment: 25 students,advanced hum,13,WI
H  125,01,15,Maximum enrollment: 15 students,advanced hum,13,WI
Law/PS/H 148A,01,30,Maximum enrollment: 30 students,advanced hum,13,WI
H  161,01,15,Maximum enrollment: 15 students,advanced hum,13,WI
HPS/H 166,01,15,Maximum Enrollment: 15 students,advanced hum,13,WI
HPS/H 168,01,15,Maximum enrollment: 15 students,advanced hum,13,WI
Art/H 183,01,15,Maximum enrollment: 15 students,advanced hum,13,WI
HPS102B,02,,,advanced hum,13,WI
HPS103,01,,,advanced hum,13,WI
HPS/Pl 121,01,15,Maximum enrollment: 15 students,advanced hum,13,WI
HPS/Pl 135,01,15,Maximum enrollment: 15 students,advanced hum,13,WI
Hum/H 003B,05,75,Attendance at the first class meeting is required. // Maximum  Enrollment: 15 students per section. // Section 3: Grades only for  non-frosh,frosh hum,13,WI
Hum/H 003C,01,15,Attendance at the first class meeting is required. // Maximum  Enrollment: 15 students,frosh hum,13,WI
Hum/H 004B,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,13,WI
Hum/En 005,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,13,WI
Hum/En 006,04,60,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section//Section 4: Grades only for non- frosh,frosh hum,13,WI
Hum/En 007,02,30,Attendance at the first class meeting is required.// Maximum  enrollment: 15 students per section,frosh hum,13,WI
Hum/Pl 008,02,30,Attendance at the first class meeting is required  // Maximum  enrollment: 15 students per section,frosh hum,13,WI
Hum/Pl 009,02,30,Attendance at first class meeting is required.//Maximum Enrollment: 15 students per section/,frosh hum,13,WI
Hum/H/HPS 010,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,13,WI
Mu 138,01,15,Maximum Enrollment: 15 students,advanced hum,13,WI
Pl 090B,01,,,advanced hum,13,WI
Pl 150,01,15,Maximum enrollment: 15 students,advanced hum,13,WI
En 115,01,15,maximum enrollment: 15 students,advanced hum,13,SP
En 119,01,15,maximum enrollment: 15 students,advanced hum,13,SP
En 128,01,20,Open by lottery only - see REGIS home page for details // maximum  enrollment: 20 students,advanced hum,13,SP
En 137,01,15,maximum enrollment: 15 students,advanced hum,13,SP
En 182,01,15,maximum enrollment: 15 students,advanced hum,13,SP
H  108B,01,25,maximum enrollment: 25 students,advanced hum,13,SP
Law/PS/H 148B,01,30,Maximum enrollment: 30 students,advanced hum,13,SP
Art/H 154,01,15,maximum enrollment: 15 students,advanced hum,13,SP
HPS/H 158,01,15,maximum enrollment: 15 students,advanced hum,13,SP
HPS/H 160A,01,15,maximum enrollment: 15 students,advanced hum,13,SP
H  161,01,15,maximum enrollment: 15 students,advanced hum,13,SP
HPS/H 162,01,15,maximum enrollment: 15 students,advanced hum,13,SP
HPS/H 168,01,12,maximum enrollment: 12 students,advanced hum,13,SP
H  184,01,15,maximum enrollment: 15 students,advanced hum,13,SP
HPS103,01,,,advanced hum,13,SP
HPS/Pl 136,01,15,maximum enrollment: 15 students,advanced hum,13,SP
Pl/HPS 183,02,30,maximum enrollment: 15 students per section,advanced hum,13,SP
Hum/H 003B,01,15,Attendance at the first class is required. // Maximum enrollment: 15  students,frosh hum,13,SP
Hum/H 003C,01,15,Attendance at the first class is required.  // Maximum enrollment: 15 students,frosh hum,13,SP
Hum/H 004B,01,15,Attendance at the first class is required. // Maximum enrollment: 15  students,frosh hum,13,SP
Hum/En 005,01,15,Attendance at the first class is required. // Maximum enrollment: 15  students,frosh hum,13,SP
Hum/En 006,01,15,Attendance at the first class is required.//Maximum enrollment: 15  students,frosh hum,13,SP
Hum/En 007,01,15,Attendance at first class is required.//Maximum enrollment: 15  students,frosh hum,13,SP
Hum/Pl 009,02,15,Attendance at the first class is required. // Maximum enrollment: 15  students,frosh hum,13,SP
Hum/H/HPS 010,01,15,Attendance at the first class is required.  // Maximum enrollment: 15 students,frosh hum,13,SP
Mu 139,01,15,maximum enrollment: 15 students,advanced hum,13,SP
Pl 090B,01,,,advanced hum,13,SP
En 122,01,15,Maximum enrollment: 15 students,advanced hum,14,FA
En 126,01,20,Open by lottery only - see REGIS Home page for details // Maximum  enrollment: 20 students,advanced hum,14,FA
En/F 160A,01,18,Maximum enrollment: 18 students,advanced hum,14,FA
En/H 177,01,15,Maximum enrollment: 15 students,advanced hum,14,FA
H/SS 124,01,15,Maximum enrollment: 15 students,advanced hum,14,FA
Art/H 153,01,15,Maximum enrollment: 15 students,advanced hum,14,FA
H  195,01,15,Maximum enrollment: 15 students,advanced hum,14,FA
HPS102A,01,,,advanced hum,14,FA
HPS103,01,,,advanced hum,14,FA
HPS/Pl 124,01,25,Maximum enrollment: 25 students,advanced hum,14,FA
HPS/Pl 135,01,15,Open by lottery only - see REGIS Home page for details // Maximum  enrollment: 15 students,advanced hum,14,FA
Hum/H 003A,01,15,Attendance at the first class is required // Maximum enrollment: 15  students // Class closed to continuing students until term start,frosh hum,14,FA
Hum/H 003B,01,15,Attendance at the first class is required // Maximum enrollment: 15  students // Class closed to continuing students until term start,frosh hum,14,FA
Hum/H 003C,01,15,Attendance at the first class is required // Maximum enrollment: 15  students // Class closed to continuing students until term start,frosh hum,14,FA
Hum/En 005,01,15,Attendance at the first class is required // Maximum enrollment: 15  students // Class closed to continuing students until term start.,frosh hum,14,FA
Hum/En 006,03,45,Attendance at the first class is required // Maximum enrollment: 15  students per section // Sections 2 & 3 cancelled,frosh hum,14,FA
Hum/En 007,01,15,Attendance at the first class is required // Maximum enrollment: 15  students // Class closed to continuing students until term start,frosh hum,14,FA
Hum/Pl 009,02,30,Attendance at the first class is required // Maximum enrollment: 15  students per section // Class closed to continuing students until term start.,frosh hum,14,FA
Mu 137,01,15,Maximum enrollment: 15 students,advanced hum,14,FA
Pl 090A,01,,,advanced hum,14,FA
En/H 110,01,15,Maximum enrollment: 15 students,advanced hum,14,WI
En 113A,01,15,Maximum enrollment: 15 students,advanced hum,14,WI
En/F 160B,01,18,Open by lottery only; See link on the REGIS home page to enter  lottery prior to Nov 19th // Maximum enrollment: 18 students,advanced hum,14,WI
En 178,01,15,Maximum enrollment: 15 students,advanced hum,14,WI
En 183,01,20,Maximum enrollment: 20 students,advanced hum,14,WI
En/H 197,01,15,Maximum enrollment: 15 students // Letter grades only // Class  meets W 1-4pm,advanced hum,14,WI
H  111,01,25,Maximum enrollment: 25 students,advanced hum,14,WI
H/L 142,01,15,Maximum enrollment: 15 students,advanced hum,14,WI
Law/PS/H 148A,01,30,Maximum enrollment: 30 students //  Writing Intensive Course,advanced hum,14,WI
HPS/H 166,01,15,Maximum Enrollment: 15 students,advanced hum,14,WI
HPS/H 170,01,15,Maximum enrollment: 15 students,advanced hum,14,WI
HPS/H/Pl 173,01,15,Maximum enrollment: 15 students,advanced hum,14,WI
H/HPS 185,01,15,Maximum enrollment: 15 students,advanced hum,14,WI
HPS102B,02,,,advanced hum,14,WI
HPS103,01,,,advanced hum,14,WI
HPS/Pl 122,01,15,Maximum enrollment: 15 students,advanced hum,14,WI
HPS/Pl 136,01,15,Open by lottery only; See link on the REGIS home page to enter  lottery prior to Nov 19th // Maximum enrollment: 15 students,advanced hum,14,WI
Hum/H 003B,02,30,Attendance at the first class meeting is required. // Maximum  Enrollment: 15 students per section. // Section 1: Grades only for  non-frosh,frosh hum,14,WI
Hum/H 003C,01,15,Attendance at the first class meeting is required. // Maximum  Enrollment: 15 students,frosh hum,14,WI
Hum/H 004A,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,14,WI
Hum/En 005,05,75,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,14,WI
Hum/En 006,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,14,WI
Hum/Pl 008,02,30,"Attendance at the first class meeting is required  // Maximum  enrollment: 15 students per section// Section 2 will meet in 19  Baxter on Tuesday, Jan 27th",frosh hum,14,WI
Hum/Pl 009,02,30,Attendance at first class meeting is required.//Maximum Enrollment: 15 students per section/,frosh hum,14,WI
Hum/H/HPS 010,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,14,WI
Mu 138,01,15,Maximum Enrollment: 15 students,advanced hum,14,WI
Mu 140,01,15,Maximum Enrollment: 15 students,advanced hum,14,WI
Pl 090B,01,,,advanced hum,14,WI
En/H 107,01,,,advanced hum,14,SP
En 113B,01,15,maximum enrollment: 15 students,advanced hum,14,SP
En 118,01,25,maximum enrollment: 25 students,advanced hum,14,SP
En 123,01,20,maximum enrollment: 20 students,advanced hum,14,SP
En 127,01,16,Open by lottery only - see REGIS home page for info // maximum  enrollment: 16 students,advanced hum,14,SP
En 182,01,15,maximum enrollment: 15 students,advanced hum,14,SP
En/H 193,01,15,maximum enrollment: 15 students,advanced hum,14,SP
H  112,01,25,Open by lottery only - see REGIS home page for info // maximum  enrollment: 25 students,advanced hum,14,SP
H  135,01,15,"maximum enrollment: 15 students // class will meet in Baxter 19 on  Tuesday, April 14th",advanced hum,14,SP
Law/PS/H 148B,01,30,Maximum enrollment: 30 students,advanced hum,14,SP
Art/H 154,01,15,maximum enrollment: 15 students,advanced hum,14,SP
HPS/H 160A,01,15,maximum enrollment: 15 students,advanced hum,14,SP
HPS/H 162,01,15,maximum enrollment: 15 students,advanced hum,14,SP
HPS/H 167,01,12,maximum enrollment: 12 students,advanced hum,14,SP
HPS/H/Pl 176,01,15,maximum enrollment: 15 students,advanced hum,14,SP
HPS103,01,,,advanced hum,14,SP
Pl/HPS 183,02,30,maximum enrollment: 15 students per section,advanced hum,14,SP
Hum/H 003A,01,15,Attendance at the first class is required. // Maximum enrollment: 15  students,frosh hum,14,SP
Hum/H 003B,01,15,Attendance at the first class is required. // Maximum enrollment: 15  students,frosh hum,14,SP
Hum/H 003C,01,15,Attendance at the first class is required.  // Maximum enrollment: 15 students,frosh hum,14,SP
Hum/H 004A,01,15,Attendance at the first class is required. // Maximum enrollment: 15  students,frosh hum,14,SP
Hum/En 005,03,45,Attendance at the first class is required. // Maximum enrollment: 15  students per section // Section 1 Letter grades only,frosh hum,14,SP
Hum/En 006,01,15,Attendance at the first class is required.//Maximum enrollment: 15  students,frosh hum,14,SP
Hum/En 007,01,15,Attendance at first class is required.//Maximum enrollment: 15  students// Class is now closed.  Contact instructor to be added to a  waitlist.,frosh hum,14,SP
Hum/Pl 008,03,45,Attendance at the first class is required. // Maximum enrollment: 15  students per section.,frosh hum,14,SP
Hum/H/HPS 010,01,15,Attendance at the first class is required.  // Maximum enrollment: 15 students,frosh hum,14,SP
Mu 139,01,15,maximum enrollment: 15 students,advanced hum,14,SP
Pl 090B,01,,,advanced hum,14,SP
Pl 185,01,20,Maximum enrollment: 20 students,advanced hum,14,SP
En 103,01,15,Maximum enrollment: 15 students,advanced hum,15,FA
En 105,01,15,Maximum enrollment: 15 students,advanced hum,15,FA
En 121,01,20,Maximum enrollment: 20 students,advanced hum,15,FA
En 183,01,,,advanced hum,15,FA
H  125,01,15,"Maximum enrollment: 15 students // class will meet in 237 Baxter on Thursday, 10/8/15",advanced hum,15,FA
H  128,01,15,Maximum enrollment: 15 students,advanced hum,15,FA
HPS/H 164,01,15,Maximum enrollment: 15 students,advanced hum,15,FA
H/HPS 185,01,15,"Maximum enrollment: 15 students // class will meet in Dabney TR on Thursday, 10/8/15 //class will meet in 19 Baxter on 11/19",advanced hum,15,FA
HPS102A,03,,,advanced hum,15,FA
HPS103,01,,,advanced hum,15,FA
HPS/Pl 123,01,15,Maximum enrollment: 15 students,advanced hum,15,FA
HPS/Pl 134,01,15,Issue: Language and Innateness // Maximum enrollment: 15  students,advanced hum,15,FA
Hum/H 002,02,30,Attendance at first class is required // Maximum enrollment: 15  students per section // Class closed to continuing students until term start // Grades only for non-frosh // sec 1 will meet in 19 Bax on ,frosh hum,15,FA
Hum/H 003B,01,15,Attendance at the first class is required // Maximum enrollment: 15  students // Class closed to continuing students until term start,frosh hum,15,FA
Hum/H 003C,01,15,"Attendance at the first class is required // Maximum enrollment: 15  students // Class closed to continuing students until term start //  class will meet in 237 Baxter on Thursday, 10/8/15",frosh hum,15,FA
Hum/En 005,04,60,Attendance at the first class is required // Maximum enrollment: 15  students per section // Class closed to continuing students until term start. // Sec 1 Grades only for non-frosh,frosh hum,15,FA
Hum/Pl 008,02,30,Attendance at first class is required // Maximum enrollment: 15  students per section // Class closed to continuing students until term start,frosh hum,15,FA
Hum/Pl 009,02,30,Attendance at the first class is required // Maximum enrollment: 15  students per section // Class closed to continuing students until term start.,frosh hum,15,FA
Pl 090A,01,,,advanced hum,15,FA
Pl 100,01,25,Maximum enrollment: 25 students,advanced hum,15,FA
En 125,01,20,open by lottery only; see link on the REGIS home page to enter by  November 18th /maximum enrollment: 20 students,advanced hum,15,WI
En/F 161,01,18,open by lottery only; see the link on the REGIS home page to enter  lottery prior to November 18th // maximum enrollment: 18 students,advanced hum,15,WI
En 190,01,15,maximum enrollment: 15 students,advanced hum,15,WI
En/H 197,01,15,maximum enrollment: 15 students // Letter grades only // Class  meets TR 2:30 - 4pm in 125 Baxter,advanced hum,15,WI
H  108A,01,25,maximum enrollment: 25 students,advanced hum,15,WI
H  129,01,15,maximum enrollment: 15 students,advanced hum,15,WI
H  135,01,15,maximum enrollment: 15 students,advanced hum,15,WI
Law/PS/H 148A,01,30,Maximum enrollment: 30 students //  Writing Intensive Course,advanced hum,15,WI
HPS/H 166,01,15,maximum Enrollment: 15 students,advanced hum,15,WI
HPS/H 167,01,15,maximum enrollment: 15 students,advanced hum,15,WI
H/L 191,01,15,maximum enrollment: 15 students,advanced hum,15,WI
HPS102B,03,,,advanced hum,15,WI
HPS103,01,,,advanced hum,15,WI
HPS/Pl 120,01,15,maximum enrollment: 15 students,advanced hum,15,WI
HPS/Pl 121,01,15,maximum enrollment: 15 students,advanced hum,15,WI
HPS/Pl 138,01,15,Open by lottery only; see link on REGIS home page to enter lottery by Nov 18th// maximum enrollment: 15 students,advanced hum,15,WI
HPS157,01,20,"maximum enrollment: 20 students // first class will be on Tuesday,  January 12th",advanced hum,15,WI
Hum/H 003A,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,15,WI
Hum/H 003B,02,30,Attendance at the first class meeting is required. // Maximum  Enrollment: 15 students per section. // section 2 has been cancelled.,frosh hum,15,WI
Hum/H 003C,01,15,Attendance at the first class meeting is required. // Maximum  Enrollment: 15 students,frosh hum,15,WI
Hum/H 004B,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students // class will meet in 19 Bax on 2/2/16,frosh hum,15,WI
Hum/En 005,04,60,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section // section 1 cancelled,frosh hum,15,WI
Hum/En 006,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,15,WI
Hum/Pl 009,02,30,Attendance at first class meeting is required.//Maximum Enrollment: 15 students per section/,frosh hum,15,WI
Hum/H/HPS 010,01,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,15,WI
